"filename","date","speaker","X","Name","Party","Constituency.x","Female","Dynastic","Votes","Vote_share","Quota","ff","gov","docs","dail","ID_unit","Stratum","Local","labels"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0302197711290089-1079.txt",19771129,1079,53,"James Tully","Labour Party","Meath",0,0,5347,11.61,0.58,0,0,"asked the minister for industry commerce and energy if he will state in extension of a reply of 25th october 1977 regarding a committee on bord na móna cut-away bogs consisting of representatives of his department the department of agriculture the department of fisheries and bord na móna a the grants paid by each of those departments towards the purchase development and experimentation of the cut-away bogs b the investment of bord na móna workers in the cut-away bogs by way of deferred payments from wages and c why a representative of the bord na móna group of unions was not invited to join the committee on cut-away bogs asked the minister for industry commerce and energy if he will furnish particulars of the source of funds for factory buildings and machinery at croghan works under the following headings a loans source rate of interest and amount b european bank loans rate of interest and amount c excequer advance amount and rate of interest d exchequer grants amount e funds provided by bord na móna f eec grants other than eib loans and g present employment in croghan briquette factory asked the minister for industry commerce and energy if he is aware that of the £9860 million expenditure on production expenses in the accounts of bord na móna for 31st march 1974 the only sub-head of this vast expenditure is £1323821 for new machinery and accelerated expenditure for machinery and the principal heads and amounts of the remaining expenditure of £8536 million asked the minister for industry commerce and energy if the sub-heads of expenditure in the production expenses and working expenses in page 21 of the report of bord na móna 1973/74 include the sub-heads listed for clonsast works in the report of the turf development board ltd for 1944/45 and the new or additional sub-heads included in the expenses for 1973/74 asked the minister for industry commerce and energy if the exchequer advance to the turf development board ltd from which £4827 was devoted to the purchase of boglands at clonsast has been repaid to the exchequer the date of repayment or redemption and the rate of interest payable during the repayment period",21,3951,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0302197711290090-118.txt",19771129,118,316,"John Bruton","Fine Gael","Meath",0,0,8091,17.57,0.88,0,0,"asked the minister for industry commerce and energy his responsibilities if any in relation to the introduction of the eec scheme for the provision of milk products to children in schools if he is in favour of the introduction of the scheme and the actions he has taken in discharging his responsibilities in the matter",21,3952,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0325198012170069-304.txt",19801217,304,692,"Austin Deasy","Fine Gael","Waterford",0,0,7333,17.2,0.86,0,0,"asked the minister for education the reason moneys due for work completed on the extension of the mercy convent secondary school dungarvan county waterford have not been paid on schedule and when such payments will be made",21,4009,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0324198011180068-64.txt",19801118,64,646,"John Boland","Fine Gael","Dublin County North",0,0,7367,20.63,0.83,0,0,"asked the minister for posts and telegraphs when telephone service will be provided for an applicant details supplied in county dublin in view of her extreme poor health and disablement",21,4341,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0323198011040039-1385.txt",19801104,1385,722,"John Horgan","Labour Party","Dublin County South",0,0,4673,13.39,0.54,0,0,"asked the minister for education the number of pupils in classes greater than 40 pupils on 30 september 1980 and the number of such classes",21,4381,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0304197802230035-580.txt",19780223,580,559,"Enda Kenny","Fine Gael","Mayo West",0,1,9457,28.66,1.15,0,0,"asked the minister for education the name and location of each school for the mentally retarded in the country the numbers attending in the present year the number of teachers involved full time the amount of money being allocated to this area in 1978 and his plans for the further improvement of facilities in this area",21,4428,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0304197803090024-118.txt",19780309,118,316,"John Bruton","Fine Gael","Meath",0,0,8091,17.57,0.88,0,0,"asked the minister for the environment if he has any proposals from kildare county council in relation to housing water sewage and road schemes if so in what areas and their purport asked the minister for the environment if he has any proposals from meath county council in relation to housing water sewage and road schemes if so in what areas and their purport",21,4551,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006170043-560.txt",19800617,560,723,"Michael Keating","Fine Gael","Dublin North Central",0,0,2912,12.43,0.5,0,0,"asked the minister for justice if he will accede to the request of the representative association of the north wall area dublin with regard to their suggestion for a special garda sub-station in the sheriff street area to be manned 24 hours a day if he will consider the associations letter to him outlining suggestions and ideas on how to tackle the difficulties of the area and if he will make a statement on the matter",21,4604,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0305197804250068-1079.txt",19780425,1079,53,"James Tully","Labour Party","Meath",0,0,5347,11.61,0.58,0,0,"asked the minister for the environment the amount of money allocated to each local authority for road works for 1978 the amount requested by each local authority and the balance not yet allocated",21,4818,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0305197804250070-214.txt",19780425,214,355,"Ger Connolly","Fianna Fail","Laois Offaly",0,0,7432,14.17,0.85,1,1,"asked the minister for the environment if he will arrange to let a person name supplied in county laois who has retired recently as public health nurse with the midland health board have her full service both at home and away recognised in full for pension purposes",21,4820,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006100040-1047.txt",19800610,1047,11,"Dan Spring","Labour Party","Kerry North",0,0,6046,18.21,0.73,0,0,"asked the minister for finance if he is aware of the serious damage being caused to the walsh estate kerries west tralee county kerry due to coast erosion and if so if he will now make money available to restore the protection wall to prevent future flooding of this holding",21,4959,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0321198005270082-563.txt",19800527,563,728,"Sean Keegan","Fianna Fail","Longford Westmeath",0,0,5493,11.95,0.6,1,1,"asked the minister for posts and telegraphs the up-to-date position regarding the provision of a temporary telephone exchange unit at mullingar county westmeath",21,5099,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0307197806280072-580.txt",19780628,580,559,"Enda Kenny","Fine Gael","Mayo West",0,1,9457,28.66,1.15,0,0,"asked the minister for economic planning and development the average duration of jobs within the work experience programme and the environmental improvements scheme and if he will indicate the areas in which and the extent to which young people have been absorbed into employment to make up the shortfall of 5000 jobs as promised by the government last year",21,5374,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0320198004290017-258.txt",19800429,258,200,"Donal Creed","Fine Gael","Cork Mid",0,0,8088,13.21,0.79,0,0,"asked the minister for defence a if it is intended to apply to the european council or if an application has been made in respect of the balance of the moneys granted by the eec for fishery protection between that agreed by the commission as eligible for financial participation by the community of 61127890 european units of account and the 46 million euas granted on 25 july 1978 or if the balance will have to be met from the exchequer b if the difference between the estimated costs of the programme of £605 million and that agreed as eligible for financial participation by the community will have to be met from the exchequer c if he will give a breakdown of the capital and running costs of i the number and type of ships at an estimated cost of £482 million ii the number and type of aircraft at an estimated cost of £88 million d the ships and aircraft which were included i in the sum of ir£7883571 paid to date ii the sum of ir£5262000 at present claimed and e if a further study of requirements is underway or completed for the period after 1982 and if he will give details",21,5379,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0308197810250061-304.txt",19781025,304,692,"Austin Deasy","Fine Gael","Waterford",0,0,7333,17.2,0.86,0,0,"asked the minister for fisheries and forestry the support he will give to irish fishermen if they defy the british ban on fishing for herrings east of the median line in the irish sea",21,5467,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0310197811280037-844.txt",19781128,844,257,"John O'Connell","Labour Party","Dublin Ballyfermot",0,0,8308,32.65,1.31,0,0,"asked the minister for social welfare the number of social welfare recipients in ireland and this number broken down in terms of those receiving a pensions b unemployment benefit c unemployment assistance and d supplementary welfare allowance",21,5633,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0311197901310070-1432.txt",19790131,1432,733,"Mark Killilea Jnr","Fianna Fail","Galway East",0,1,5714,12.81,0.64,1,1,"asked the minister for agriculture when the land commission propose to divide the keane estate killaderry the cryan and the tully-gately estates in mucklan and the mcgrath estate ballyforan county galway",21,5867,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0311197901310109-313.txt",19790131,313,386,"Barry Desmond","Labour Party","Dun Laoghaire",0,0,4642,12.2,0.61,0,0,"asked the minister for labour if he will state in respect of elections held under the worker participation act a the date of the elections b the worker directors elected for each board c the occupation of each director and d the likely date of appointment under the act",21,5907,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0316197911200032-754.txt",19791120,754,238,"Thomas Meaney","Fianna Fail","Cork Mid",0,1,11877,19.39,1.16,1,1,"asked the minister for posts and telegraphs if he will arrange to have a savings bank book returned to a person details supplied in county cork",21,6026,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0312197902270071-198.txt",19790227,198,345,"Edward Collins","Fine Gael","Waterford",0,0,5726,13.43,0.67,0,0,"asked the minister for education the percentage of the current budget allocated to education in 1978 and 1979",21,6130,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0313197904030053-118.txt",19790403,118,316,"John Bruton","Fine Gael","Meath",0,0,8091,17.57,0.88,0,0,"and mr odonnell asked the minister for labour the nature and implications for ireland of the current eec proposals in relation to harmonisation of social legislation in regard to road transport",21,6274,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0328198104090090-1079.txt",19810409,1079,53,"James Tully","Labour Party","Meath",0,0,5347,11.61,0.58,0,0,"asked the minister for social welfare the reason disability benefit which has been due to a person details supplied in county meath since early january 1981 has not been paid although his insurance record is correct and his doctors certificates have been submitted",21,6340,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0328198104010037-901.txt",19810401,901,794,"Jim O'Keeffe","Fine Gael","Cork South West",0,0,4229,12.7,0.51,0,0,"asked the minister for health whether a person details supplied in county cork who has a medical card is entitled to have vouchers issued to her or to a refund of the expenses involved in travelling to dublin for medical treatment asked the minister for health whether persons details supplied in county cork who have medical cards are entitled to have vouchers issued to them or to be refunded the expenses involved in travelling to dublin for medical treatment",21,6540,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0302197712140044-588.txt",19771214,588,731,"Patrick Kerrigan","Labour Party","Cork City",0,0,5254,10.21,0.61,0,0,"asked the minister for education when it is proposed to commence the building of a post-primary school at beaumont ballintemple cork",21,7206,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0302197712150071-315.txt",19771215,315,99,"Eileen Desmond","Labour Party","Cork Mid",1,1,8902,14.53,0.87,0,0,"asked the minister for social welfare the steps that have been taken under the social welfare regulations to ensure that persons discharged from prisons and places of detention are self-sufficient for a period of time to allow them to regain a foothold in society as recommended by the visiting committee of st patricks institution",21,7256,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0303197802210046-560.txt",19780221,560,723,"Michael Keating","Fine Gael","Dublin North Central",0,0,2912,12.43,0.5,0,0,"asked the minister for the environment if he will consider making wheel-arch mud-flaps compulsory on the rear of all vehicles",21,7439,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006180029-258.txt",19800618,258,200,"Donal Creed","Fine Gael","Cork Mid",0,0,8088,13.21,0.79,0,0,"asked the minister for defence if his attention has been drawn to the fact that the naval service was short 150 men including 56 petty officers on 31 december 1979 the steps taken to improve the situation if he will make a substantial increase in naval pay which is only 61p a day as an interim measure and undertake to review the conditions of men in the naval service",21,7464,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006190063-503.txt",19800619,503,546,"Patrick Hegarty","Fine Gael","Cork North East",0,0,6117,12.91,0.65,0,0,"and mr bruton asked the minister for the environment if any estimate has been made of the acreage of agricultural land lost to urban development in the last ten years if planning authorities should seek to minimise the urbanisation of prime agricultural land where other options exist if he will issue guidelines on the matter and if any study has been undertaken in this regard",21,7510,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006240080-830.txt",19800624,830,778,"William O'Brien","Fine Gael","Limerick West",0,0,7596,22.73,0.91,0,0,"asked the minister for the environment if he will outline in tabular form the grants allocated to each county council for the financial year 1980 under the following headings i national improvement grants ii national maintenance grants iii block grant iv special schemes on roads and bridges other than national roads and v local improvement schemes",21,7594,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006240088-304.txt",19800624,304,692,"Austin Deasy","Fine Gael","Waterford",0,0,7333,17.2,0.86,0,0,"asked the minister for the environment the proportion of the former harcourt and broadstone rail lines in dublin which will be available for reinstatement as busways and if the government will pursue this relatively inexpensive way of promoting public transport in dublin",21,7607,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006250024-198.txt",19800625,198,345,"Edward Collins","Fine Gael","Waterford",0,0,5726,13.43,0.67,0,0,"asked the minister for education if he will make a statement on the provision of phase one of the new christian brothers secondary school in tramore county waterford",21,7707,2,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0322198006250069-462.txt",19800625,462,112,"Eugene Gilhawley","Fine Gael","Sligo Leitrim",0,0,7988,22.41,0.9,0,0,"asked the minister for finance if he will outline the position in relation to farmers taxation of a husband and wife whose separate plvs on land are under £40 but whose joint valuations exceed £40 and if he will make a statement on the matter",21,7753,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0320198005080073-118.txt",19800508,118,316,"John Bruton","Fine Gael","Meath",0,0,8091,17.57,0.88,0,0,"asked the minister for agriculture the number of local authority dog pounds in existence and if he has satisfied himself with this situation in the event of an outbreak of rabies",21,7890,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0307197806290033-118.txt",19780629,118,316,"John Bruton","Fine Gael","Meath",0,0,8091,17.57,0.88,0,0,"asked the minister for agriculture if he will make a statement on newspaper reports details supplied that because of delays only £45 million of the £29 million feoga grants approved for ireland have been paid out so far and if similar delays have occurred in all other eec member states",21,7968,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0307197806290062-901.txt",19780629,901,794,"Jim O'Keeffe","Fine Gael","Cork South West",0,0,4229,12.7,0.51,0,0,"and mr otoole asked the minister for justice if he is aware of considerable anxiety on the part of adopted children and adoptive parents in relation to the constitutionality of certain aspects of the law of adoption and when it is intended to amend the legislation to deal with this matter",21,8000,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0307197806290121-828.txt",19780629,828,590,"Fergus O'Brien","Fine Gael","Dublin South Central",0,0,5931,25.21,1.01,0,0,"asked the minister for industry commerce and energy the number of weeks in which there has been a full dissemination to radio television and newspapers of comparative prices of the most frequently purchased consumer goods in supermarkets and so on in different parts of the country asked the minister for industry commerce and energy when the scheme by which there is full dissemination to radio television and newspapers of comparative prices of the most frequently purchased consumer goods in supermarkets and so on in different parts of the country commenced and the cost of administering the scheme to date",21,8062,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0309197811070011-1385.txt",19781107,1385,722,"John Horgan","Labour Party","Dublin County South",0,0,4673,13.39,0.54,0,0,"asked the minister for education if his department is carrying out a study of the implications of a loan scheme for students in higher education and if such a scheme will be introduced",21,8164,2,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/21/xml/speech/raw_speech-D0309197811070026-315.txt",19781107,315,99,"Eileen Desmond","Labour Party","Cork Mid",1,1,8902,14.53,0.87,0,0,"and mr kerrigan asked the minister for social welfare if with a view to cushioning some of the impact of rising prices on the recipients of social welfare pensions benefits and allowances he will authorise double payments in respect of these for christmas week",21,8182,2,0,"not"
